country,region,city,latitude,longitude,annual_dni,annual_ghi,annual_tilt,collection_date,annual_dhi,annual_ghi_calc,monthly_ghi_dict,monthly_ghi_vals,solar_power_generated,Unnamed: 0,state,lat,lon,wind_speed_50m,wind_speed_100m,wind_speed_150m,wind_speed_80m_est,power_80m_est,year,region_enc
USA,New Mexico,Albuquerque,35.0844,-106.6504,7.45,"{'annual': 5.58, 'monthly': {'jan': 3.35, 'feb': 4.2, 'mar': 5.51, 'apr': 6.88, 'may': 7.66, 'jun': 7.97, 'jul': 7.36, 'aug': 6.7, 'sep': 5.92, 'oct': 4.71, 'nov': 3.63, 'dec': 3.0}}",6.57,2025-09-01T19:26:45.774,-0.1349999999999998,6.57,"{'jan': 3.35, 'feb': 4.2, 'mar': 5.51, 'apr': 6.88, 'may': 7.66, 'jun': 7.97, 'jul': 7.36, 'aug': 6.7, 'sep': 5.92, 'oct': 4.71, 'nov': 3.63, 'dec': 3.0}","[3.35, 4.2, 5.51, 6.88, 7.66, 7.97, 7.36, 6.7, 5.92, 4.71, 3.63, 3.0]",6.4386,30,New Mexico,35.0844,-106.6504,3.4423144,4.293556,4.832052,4.103757187660399,34.287520566045224,2025,30
USA,New York,New York City,40.7128,-74.006,3.79,"{'annual': 3.93, 'monthly': {'jan': 2.0, 'feb': 2.89, 'mar': 3.91, 'apr': 4.77, 'may': 5.51, 'jun': 5.85, 'jul': 5.85, 'aug': 5.17, 'sep': 4.3, 'oct': 3.03, 'nov': 2.08, 'dec': 1.75}}",4.62,2025-09-01T19:26:51.050,1.209,4.62,"{'jan': 2.0, 'feb': 2.89, 'mar': 3.91, 'apr': 4.77, 'may': 5.51, 'jun': 5.85, 'jul': 5.85, 'aug': 5.17, 'sep': 4.3, 'oct': 3.03, 'nov': 2.08, 'dec': 1.75}","[2.0, 2.89, 3.91, 4.77, 5.51, 5.85, 5.85, 5.17, 4.3, 3.03, 2.08, 1.75]",4.5276,31,New York,40.7128,-74.006,5.1430116,6.490777,7.335314,6.191668018022117,117.76442052361716,2025,31
USA,North Carolina,Charlotte,35.2271,-80.8431,4.62,"{'annual': 4.52, 'monthly': {'jan': 2.65, 'feb': 3.43, 'mar': 4.49, 'apr': 5.53, 'may': 6.22, 'jun': 6.4, 'jul': 6.06, 'aug': 5.64, 'sep': 4.73, 'oct': 3.72, 'nov': 2.89, 'dec': 2.38}}",5.19,2025-09-01T19:26:56.096,1.032,5.19,"{'jan': 2.65, 'feb': 3.43, 'mar': 4.49, 'apr': 5.53, 'may': 6.22, 'jun': 6.4, 'jul': 6.06, 'aug': 5.64, 'sep': 4.73, 'oct': 3.72, 'nov': 2.89, 'dec': 2.38}","[2.65, 3.43, 4.49, 5.53, 6.22, 6.4, 6.06, 5.64, 4.73, 3.72, 2.89, 2.38]",5.086200000000001,32,North Carolina,35.2271,-80.8431,4.512407,5.5322523,6.3893647,5.365385616285128,76.62913688299683,2025,32
USA,North Dakota,Fargo,46.8772,-96.7898,4.08,"{'annual': 3.69, 'monthly': {'jan': 1.06, 'feb': 1.9, 'mar': 3.21, 'apr': 5.2, 'may': 5.68, 'jun': 6.09, 'jul': 6.51, 'aug': 5.47, 'sep': 4.07, 'oct': 2.43, 'nov': 1.55, 'dec': 0.97}}",4.35,2025-09-01T19:27:02.622,0.6779999999999995,4.35,"{'jan': 1.06, 'feb': 1.9, 'mar': 3.21, 'apr': 5.2, 'may': 5.68, 'jun': 6.09, 'jul': 6.51, 'aug': 5.47, 'sep': 4.07, 'oct': 2.43, 'nov': 1.55, 'dec': 0.97}","[1.06, 1.9, 3.21, 5.2, 5.68, 6.09, 6.51, 5.47, 4.07, 2.43, 1.55, 0.97]",4.263,33,North Dakota,46.8772,-96.7898,5.509197,6.9723854,8.037709,6.6944346735825135,148.8445151447062,2025,33
USA,Ohio,Columbus,39.9612,-82.9988,3.63,"{'annual': 3.91, 'monthly': {'jan': 1.82, 'feb': 2.51, 'mar': 3.61, 'apr': 4.8, 'may': 5.58, 'jun': 6.08, 'jul': 5.91, 'aug': 5.36, 'sep': 4.51, 'oct': 3.1, 'nov': 2.01, 'dec': 1.57}}",4.46,2025-09-01T19:27:07.713,1.193,4.46,"{'jan': 1.82, 'feb': 2.51, 'mar': 3.61, 'apr': 4.8, 'may': 5.58, 'jun': 6.08, 'jul': 5.91, 'aug': 5.36, 'sep': 4.51, 'oct': 3.1, 'nov': 2.01, 'dec': 1.57}","[1.82, 2.51, 3.61, 4.8, 5.58, 6.08, 5.91, 5.36, 4.51, 3.1, 2.01, 1.57]",4.3708,34,Ohio,39.9612,-82.9988,4.8577356,6.0138817,6.8743224,5.793636548575088,96.48167919968662,2025,34
USA,Oklahoma,Oklahoma City,35.4676,-97.5164,5.23,"{'annual': 4.7, 'monthly': {'jan': 2.71, 'feb': 3.48, 'mar': 4.33, 'apr': 5.6, 'may': 6.03, 'jun': 6.58, 'jul': 6.98, 'aug': 6.3, 'sep': 5.14, 'oct': 3.83, 'nov': 2.89, 'dec': 2.49}}",5.41,2025-09-01T19:27:12.839,0.7029999999999994,5.41,"{'jan': 2.71, 'feb': 3.48, 'mar': 4.33, 'apr': 5.6, 'may': 6.03, 'jun': 6.58, 'jul': 6.98, 'aug': 6.3, 'sep': 5.14, 'oct': 3.83, 'nov': 2.89, 'dec': 2.49}","[2.71, 3.48, 4.33, 5.6, 6.03, 6.58, 6.98, 6.3, 5.14, 3.83, 2.89, 2.49]",5.3018,35,Oklahoma,35.4676,-97.5164,6.245963,7.575304,8.5877285,7.320835441470794,194.6583538744718,2025,35
USA,Oregon,Portland,45.5051,-122.675,3.35,"{'annual': 3.53, 'monthly': {'jan': 1.16, 'feb': 2.03, 'mar': 2.85, 'apr': 4.27, 'may': 5.14, 'jun': 5.73, 'jul': 6.46, 'aug': 5.55, 'sep': 4.35, 'oct': 2.44, 'nov': 1.34, 'dec': 0.98}}",4.04,2025-09-01T19:27:17.938,1.025,4.04,"{'jan': 1.16, 'feb': 2.03, 'mar': 2.85, 'apr': 4.27, 'may': 5.14, 'jun': 5.73, 'jul': 6.46, 'aug': 5.55, 'sep': 4.35, 'oct': 2.44, 'nov': 1.34, 'dec': 0.98}","[1.16, 2.03, 2.85, 4.27, 5.14, 5.73, 6.46, 5.55, 4.35, 2.44, 1.34, 0.98]",3.9592,18,Maine,43.6591,-70.2568,5.515271,6.518045,7.3033934,6.322600366913654,125.3944481525236,2025,18
USA,Oregon,Portland,45.5051,-122.675,3.35,"{'annual': 3.53, 'monthly': {'jan': 1.16, 'feb': 2.03, 'mar': 2.85, 'apr': 4.27, 'may': 5.14, 'jun': 5.73, 'jul': 6.46, 'aug': 5.55, 'sep': 4.35, 'oct': 2.44, 'nov': 1.34, 'dec': 0.98}}",4.04,2025-09-01T19:27:17.938,1.025,4.04,"{'jan': 1.16, 'feb': 2.03, 'mar': 2.85, 'apr': 4.27, 'may': 5.14, 'jun': 5.73, 'jul': 6.46, 'aug': 5.55, 'sep': 4.35, 'oct': 2.44, 'nov': 1.34, 'dec': 0.98}","[1.16, 2.03, 2.85, 4.27, 5.14, 5.73, 6.46, 5.55, 4.35, 2.44, 1.34, 0.98]",3.9592,36,Oregon,45.5051,-122.675,3.7120638,4.931187,5.753706,4.690611035900386,51.20110984942779,2025,36
USA,Pennsylvania,Philadelphia,39.9526,-75.1652,3.95,"{'annual': 4.02, 'monthly': {'jan': 2.05, 'feb': 2.95, 'mar': 3.96, 'apr': 4.87, 'may': 5.62, 'jun': 5.9, 'jul': 5.97, 'aug': 5.2, 'sep': 4.33, 'oct': 3.2, 'nov': 2.25, 'dec': 1.86}}",4.72,2025-09-01T19:27:22.894,1.1649999999999996,4.72,"{'jan': 2.05, 'feb': 2.95, 'mar': 3.96, 'apr': 4.87, 'may': 5.62, 'jun': 5.9, 'jul': 5.97, 'aug': 5.2, 'sep': 4.33, 'oct': 3.2, 'nov': 2.25, 'dec': 1.86}","[2.05, 2.95, 3.96, 4.87, 5.62, 5.9, 5.97, 5.2, 4.33, 3.2, 2.25, 1.86]",4.6256,37,Pennsylvania,39.9526,-75.1652,4.940508,6.1310177,6.93578,5.879920520358312,100.8568683549444,2025,37
USA,Rhode Island,Providence,41.824,-71.4128,3.83,"{'annual': 3.86, 'monthly': {'jan': 1.93, 'feb': 2.83, 'mar': 3.86, 'apr': 4.8, 'may': 5.37, 'jun': 5.7, 'jul': 5.81, 'aug': 5.18, 'sep': 4.25, 'oct': 2.93, 'nov': 1.99, 'dec': 1.67}}",4.59,2025-09-01T19:27:27.845,1.1429999999999998,4.59,"{'jan': 1.93, 'feb': 2.83, 'mar': 3.86, 'apr': 4.8, 'may': 5.37, 'jun': 5.7, 'jul': 5.81, 'aug': 5.18, 'sep': 4.25, 'oct': 2.93, 'nov': 1.99, 'dec': 1.67}","[1.93, 2.83, 3.86, 4.8, 5.37, 5.7, 5.81, 5.18, 4.25, 2.93, 1.99, 1.67]",4.4982,38,Rhode Island,41.824,-71.4128,4.567392,5.871084,6.7691765,5.611972064976437,87.68748489586373,2025,38
USA,South Carolina,Charleston,32.7765,-79.9311,4.77,"{'annual': 4.73, 'monthly': {'jan': 2.87, 'feb': 3.64, 'mar': 4.84, 'apr': 6.07, 'may': 6.63, 'jun': 6.43, 'jul': 6.17, 'aug': 5.56, 'sep': 4.7, 'oct': 3.95, 'nov': 3.23, 'dec': 2.62}}",5.34,2025-09-01T19:27:32.837,1.0469999999999997,5.34,"{'jan': 2.87, 'feb': 3.64, 'mar': 4.84, 'apr': 6.07, 'may': 6.63, 'jun': 6.43, 'jul': 6.17, 'aug': 5.56, 'sep': 4.7, 'oct': 3.95, 'nov': 3.23, 'dec': 2.62}","[2.87, 3.64, 4.84, 6.07, 6.63, 6.43, 6.17, 5.56, 4.7, 3.95, 3.23, 2.62]",5.2332,39,South Carolina,32.7765,-79.9311,5.3132563,6.2817616,6.9405046,6.062366108839257,110.53952449722756,2025,39
USA,South Carolina,Charleston,32.7765,-79.9311,4.77,"{'annual': 4.73, 'monthly': {'jan': 2.87, 'feb': 3.64, 'mar': 4.84, 'apr': 6.07, 'may': 6.63, 'jun': 6.43, 'jul': 6.17, 'aug': 5.56, 'sep': 4.7, 'oct': 3.95, 'nov': 3.23, 'dec': 2.62}}",5.34,2025-09-01T19:27:32.837,1.0469999999999997,5.34,"{'jan': 2.87, 'feb': 3.64, 'mar': 4.84, 'apr': 6.07, 'may': 6.63, 'jun': 6.43, 'jul': 6.17, 'aug': 5.56, 'sep': 4.7, 'oct': 3.95, 'nov': 3.23, 'dec': 2.62}","[2.87, 3.64, 4.84, 6.07, 6.63, 6.43, 6.17, 5.56, 4.7, 3.95, 3.23, 2.62]",5.2332,47,West Virginia,38.3498,-81.6326,3.7197943,4.7248306,5.560599,4.566839593293369,47.253979088242666,2025,47
USA,South Dakota,Sioux Falls,43.5446,-96.7311,4.42,"{'annual': 4.01, 'monthly': {'jan': 1.61, 'feb': 2.46, 'mar': 3.73, 'apr': 5.04, 'may': 5.7, 'jun': 6.28, 'jul': 6.69, 'aug': 5.56, 'sep': 4.5, 'oct': 2.97, 'nov': 2.0, 'dec': 1.48}}",4.77,2025-09-01T19:27:37.993,0.7919999999999994,4.77,"{'jan': 1.61, 'feb': 2.46, 'mar': 3.73, 'apr': 5.04, 'may': 5.7, 'jun': 6.28, 'jul': 6.69, 'aug': 5.56, 'sep': 4.5, 'oct': 2.97, 'nov': 2.0, 'dec': 1.48}","[1.61, 2.46, 3.73, 5.04, 5.7, 6.28, 6.69, 5.56, 4.5, 2.97, 2.0, 1.48]",4.6746,40,South Dakota,43.5446,-96.7311,5.403001,7.0662165,8.211534,6.740875269022179,151.96374417314595,2025,40
USA,Tennessee,Nashville,36.1627,-86.7816,4.08,"{'annual': 4.25, 'monthly': {'jan': 2.19, 'feb': 2.92, 'mar': 4.02, 'apr': 5.11, 'may': 5.83, 'jun': 6.33, 'jul': 5.9, 'aug': 5.7, 'sep': 4.7, 'oct': 3.59, 'nov': 2.59, 'dec': 1.97}}",4.81,2025-09-01T19:27:43.267,1.1379999999999997,4.81,"{'jan': 2.19, 'feb': 2.92, 'mar': 4.02, 'apr': 5.11, 'may': 5.83, 'jun': 6.33, 'jul': 5.9, 'aug': 5.7, 'sep': 4.7, 'oct': 3.59, 'nov': 2.59, 'dec': 1.97}","[2.19, 2.92, 4.02, 5.11, 5.83, 6.33, 5.9, 5.7, 4.7, 3.59, 2.59, 1.97]",4.713799999999999,41,Tennessee,36.1627,-86.7816,4.611167,5.4996543,6.2544227,5.34816328726295,75.89358833244482,2025,41
USA,Texas,Houston,29.7604,-95.3698,4.15,"{'annual': 4.55, 'monthly': {'jan': 2.81, 'feb': 3.38, 'mar': 4.32, 'apr': 5.42, 'may': 6.02, 'jun': 6.13, 'jul': 5.96, 'aug': 5.68, 'sep': 4.89, 'oct': 4.14, 'nov': 3.16, 'dec': 2.59}}",4.96,2025-09-01T19:27:48.827,1.2249999999999996,4.96,"{'jan': 2.81, 'feb': 3.38, 'mar': 4.32, 'apr': 5.42, 'may': 6.02, 'jun': 6.13, 'jul': 5.96, 'aug': 5.68, 'sep': 4.89, 'oct': 4.14, 'nov': 3.16, 'dec': 2.59}","[2.81, 3.38, 4.32, 5.42, 6.02, 6.13, 5.96, 5.68, 4.89, 4.14, 3.16, 2.59]",4.8608,42,Texas,29.7604,-95.3698,4.4563565,5.6581626,6.508102,5.422991956770308,79.12395600955335,2025,42
USA,Utah,Salt Lake City,40.7608,-111.891,5.86,"{'annual': 4.71, 'monthly': {'jan': 1.97, 'feb': 2.82, 'mar': 4.33, 'apr': 5.54, 'may': 6.83, 'jun': 7.49, 'jul': 7.61, 'aug': 6.56, 'sep': 5.36, 'oct': 3.75, 'nov': 2.35, 'dec': 1.74}}",5.51,2025-09-01T19:27:53.826,0.2359999999999997,5.51,"{'jan': 1.97, 'feb': 2.82, 'mar': 4.33, 'apr': 5.54, 'may': 6.83, 'jun': 7.49, 'jul': 7.61, 'aug': 6.56, 'sep': 5.36, 'oct': 3.75, 'nov': 2.35, 'dec': 1.74}","[1.97, 2.82, 4.33, 5.54, 6.83, 7.49, 7.61, 6.56, 5.36, 3.75, 2.35, 1.74]",5.3998,43,Utah,40.7608,-111.891,3.0634413,3.64735,4.0104885,3.506345678497328,21.38726744657989,2025,43
USA,Vermont,Burlington,44.4759,-73.2121,3.8,"{'annual': 3.62, 'monthly': {'jan': 1.57, 'feb': 2.39, 'mar': 3.38, 'apr': 4.76, 'may': 5.44, 'jun': 5.82, 'jul': 5.74, 'aug': 5.17, 'sep': 4.06, 'oct': 2.39, 'nov': 1.5, 'dec': 1.2}}",4.26,2025-09-01T19:27:58.851,0.8399999999999999,4.26,"{'jan': 1.57, 'feb': 2.39, 'mar': 3.38, 'apr': 4.76, 'may': 5.44, 'jun': 5.82, 'jul': 5.74, 'aug': 5.17, 'sep': 4.06, 'oct': 2.39, 'nov': 1.5, 'dec': 1.2}","[1.57, 2.39, 3.38, 4.76, 5.44, 5.82, 5.74, 5.17, 4.06, 2.39, 1.5, 1.2]",4.174799999999999,44,Vermont,44.4759,-73.2121,4.6575227,5.92437,6.769487,5.661288290212092,90.01956813339946,2025,44
USA,Virginia,Virginia Beach,36.8529,-75.978,4.16,"{'annual': 4.28, 'monthly': {'jan': 2.37, 'feb': 3.09, 'mar': 4.25, 'apr': 5.19, 'may': 5.96, 'jun': 6.21, 'jul': 6.03, 'aug': 5.5, 'sep': 4.45, 'oct': 3.5, 'nov': 2.62, 'dec': 2.14}}",4.93,2025-09-01T19:28:03.918,1.1859999999999995,4.93,"{'jan': 2.37, 'feb': 3.09, 'mar': 4.25, 'apr': 5.19, 'may': 5.96, 'jun': 6.21, 'jul': 6.03, 'aug': 5.5, 'sep': 4.45, 'oct': 3.5, 'nov': 2.62, 'dec': 2.14}","[2.37, 3.09, 4.25, 5.19, 5.96, 6.21, 6.03, 5.5, 4.45, 3.5, 2.62, 2.14]",4.8314,45,Virginia,36.8529,-75.978,6.3359323,7.3916388,8.172784,7.165081055665678,182.4964560519892,2025,45
USA,Washington,Seattle,47.6062,-122.3321,3.5,"{'annual': 3.46, 'monthly': {'jan': 0.98, 'feb': 1.94, 'mar': 2.75, 'apr': 4.51, 'may': 5.34, 'jun': 5.99, 'jul': 6.38, 'aug': 5.48, 'sep': 4.03, 'oct': 2.11, 'nov': 1.12, 'dec': 0.84}}",3.98,2025-09-01T19:28:09.013,0.8300000000000001,3.98,"{'jan': 0.98, 'feb': 1.94, 'mar': 2.75, 'apr': 4.51, 'may': 5.34, 'jun': 5.99, 'jul': 6.38, 'aug': 5.48, 'sep': 4.03, 'oct': 2.11, 'nov': 1.12, 'dec': 0.84}","[0.98, 1.94, 2.75, 4.51, 5.34, 5.99, 6.38, 5.48, 4.03, 2.11, 1.12, 0.84]",3.9004,46,Washington,47.6062,-122.3321,4.343778,5.1563315,5.7371445,4.982393794577232,61.36281321349476,2025,46
USA,West Virginia,Charleston,38.3498,-81.6326,3.71,"{'annual': 3.96, 'monthly': {'jan': 1.95, 'feb': 2.62, 'mar': 3.68, 'apr': 4.77, 'may': 5.57, 'jun': 6.07, 'jul': 5.72, 'aug': 5.43, 'sep': 4.41, 'oct': 3.21, 'nov': 2.25, 'dec': 1.74}}",4.5,2025-09-01T19:28:14.183,1.161,4.5,"{'jan': 1.95, 'feb': 2.62, 'mar': 3.68, 'apr': 4.77, 'may': 5.57, 'jun': 6.07, 'jul': 5.72, 'aug': 5.43, 'sep': 4.41, 'oct': 3.21, 'nov': 2.25, 'dec': 1.74}","[1.95, 2.62, 3.68, 4.77, 5.57, 6.07, 5.72, 5.43, 4.41, 3.21, 2.25, 1.74]",4.41,39,South Carolina,32.7765,-79.9311,5.3132563,6.2817616,6.9405046,6.062366108839257,110.53952449722756,2025,39
USA,West Virginia,Charleston,38.3498,-81.6326,3.71,"{'annual': 3.96, 'monthly': {'jan': 1.95, 'feb': 2.62, 'mar': 3.68, 'apr': 4.77, 'may': 5.57, 'jun': 6.07, 'jul': 5.72, 'aug': 5.43, 'sep': 4.41, 'oct': 3.21, 'nov': 2.25, 'dec': 1.74}}",4.5,2025-09-01T19:28:14.183,1.161,4.5,"{'jan': 1.95, 'feb': 2.62, 'mar': 3.68, 'apr': 4.77, 'may': 5.57, 'jun': 6.07, 'jul': 5.72, 'aug': 5.43, 'sep': 4.41, 'oct': 3.21, 'nov': 2.25, 'dec': 1.74}","[1.95, 2.62, 3.68, 4.77, 5.57, 6.07, 5.72, 5.43, 4.41, 3.21, 2.25, 1.74]",4.41,47,West Virginia,38.3498,-81.6326,3.7197943,4.7248306,5.560599,4.566839593293369,47.253979088242666,2025,47
USA,Wisconsin,Milwaukee,43.0389,-87.9065,3.89,"{'annual': 3.87, 'monthly': {'jan': 1.67, 'feb': 2.55, 'mar': 3.68, 'apr': 4.82, 'may': 5.56, 'jun': 6.21, 'jul': 6.16, 'aug': 5.23, 'sep': 4.39, 'oct': 2.8, 'nov': 1.83, 'dec': 1.44}}",4.54,2025-09-01T19:28:19.277,1.0389999999999997,4.54,"{'jan': 1.67, 'feb': 2.55, 'mar': 3.68, 'apr': 4.82, 'may': 5.56, 'jun': 6.21, 'jul': 6.16, 'aug': 5.23, 'sep': 4.39, 'oct': 2.8, 'nov': 1.83, 'dec': 1.44}","[1.67, 2.55, 3.68, 4.82, 5.56, 6.21, 6.16, 5.23, 4.39, 2.8, 1.83, 1.44]",4.4492,48,Wisconsin,43.0389,-87.9065,5.824538,6.9283776,7.6705055,6.678574686656513,147.78912337989732,2025,48
USA,Wyoming,Cheyenne,41.14,-104.8202,5.69,"{'annual': 4.57, 'monthly': {'jan': 2.28, 'feb': 3.16, 'mar': 4.37, 'apr': 5.52, 'may': 6.3, 'jun': 7.08, 'jul': 6.9, 'aug': 5.96, 'sep': 5.14, 'oct': 3.58, 'nov': 2.5, 'dec': 1.93}}",5.53,2025-09-01T19:28:24.318,0.4089999999999998,5.53,"{'jan': 2.28, 'feb': 3.16, 'mar': 4.37, 'apr': 5.52, 'may': 6.3, 'jun': 7.08, 'jul': 6.9, 'aug': 5.96, 'sep': 5.14, 'oct': 3.58, 'nov': 2.5, 'dec': 1.93}","[2.28, 3.16, 4.37, 5.52, 6.3, 7.08, 6.9, 5.96, 5.14, 3.58, 2.5, 1.93]",5.4194,49,Wyoming,41.14,-104.8202,6.167609,7.7213144,8.68463,7.370310588216246,198.6316639579726,2025,49
